time,src,srole,dst,drole,proto,op,tier,resp,mode,action
08-01T14:03:50,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:48,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:48,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:47,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:45,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:44,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:44,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:44,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:44,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:42,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:41,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:39,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:38,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:38,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:36,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:35,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:35,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:33,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:32,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:31,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:31,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:30,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:29,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:27,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:26,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:25,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:24,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:23,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:21,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:21,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:21,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:21,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:20,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:18,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:17,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:15,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:15,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:14,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:12,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:12,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:11,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:09,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:08,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:08,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:08,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:06,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:05,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:03,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:02,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:03:01,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:03:00,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:59,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:58,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:58,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:58,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:57,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:56,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:54,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:53,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:52,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:50,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:50,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:49,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:47,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:45,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:45,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:44,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:41,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:38,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:38,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:35,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:35,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:35,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:35,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:34,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:32,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:31,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:29,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:29,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:28,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:26,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:26,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:25,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:23,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:22,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:22,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:22,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:20,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:19,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:17,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:16,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:16,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:14,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:13,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:12,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:12,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:12,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:11,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:10,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:08,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:07,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:06,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:05,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:04,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:03,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:02:02,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:02:01,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:59,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:59,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:59,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:58,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:56,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:55,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:53,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:52,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:52,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:50,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:49,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:49,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:49,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:49,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:47,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:46,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:44,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:43,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:42,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:41,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:40,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:39,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:38,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:37,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:35,192.168.2.30,historian,192.168.2.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:35,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:35,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:34,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:32,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:31,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:29,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:29,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:28,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:26,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:25,192.168.2.30,historian,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:25,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:25,192.168.3.66,historian,192.168.3.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:25,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:23,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:22,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:20,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:19,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:19,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:17,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:16,192.168.2.55,ews,192.168.2.10,plc,S7,READ,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
08-01T14:01:16,192.168.3.66,historian,192.168.3.10,plc,TCP,,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:HIGH]
08-01T14:01:14,192.168.2.55,ews,192.168.2.10,plc,S7,CONTROL,OPERATIONAL,ALLOW,ENFORCED,ALLOW (operational) - monitor only [CRIT:CRITICAL]
