ts,phase,level,online,restores,est_npkts
1786576760,disarmed,66.8,1,37,
1786576761,disarmed,62.5,1,37,
1786576762,disarmed,59.2,1,37,
1786576763,disarmed,55.8,1,37,
1786576764,disarmed,51.1,1,37,
1786576765,disarmed,48.0,1,37,
1786576766,disarmed,44.6,1,37,
1786576767,disarmed,41.4,1,37,
1786576768,disarmed,38.7,1,37,
1786576769,disarmed,34.8,1,37,
1786576770,disarmed,32.1,1,37,
1786576771,disarmed,29.6,1,37,
1786576772,disarmed,27.1,1,37,2299609
1786576774,disarmed,27.4,1,37,
1786576775,disarmed,31.0,1,37,
1786576776,disarmed,32.4,1,37,
1786576777,disarmed,34.8,1,37,
1786576778,disarmed,36.5,1,37,
1786576779,disarmed,39.0,1,37,
1786576780,disarmed,40.5,1,37,
1786576781,disarmed,42.3,1,37,
1786576782,disarmed,43.9,1,37,
1786576783,disarmed,45.4,1,37,
1786576784,disarmed,47.5,1,37,
1786576785,disarmed,48.8,1,37,
1786576786,disarmed,50.2,1,37,
1786576787,disarmed,51.6,1,37,
1786576788,disarmed,52.9,1,37,2302989
1786576789,disarmed,54.6,1,37,
1786576790,disarmed,55.7,1,37,
1786576791,disarmed,56.9,1,37,
1786576792,disarmed,58.0,1,37,
1786576793,disarmed,59.1,1,37,
1786576794,disarmed,60.5,1,37,
1786576795,disarmed,61.5,1,37,
1786576796,disarmed,62.5,1,37,
1786576797,disarmed,63.5,1,37,
1786576798,disarmed,64.5,1,37,
1786576799,disarmed,65.6,1,37,
1786576800,disarmed,66.5,1,37,
1786576801,disarmed,67.4,1,37,
1786576802,disarmed,68.2,1,37,
1786576803,disarmed,69.0,1,37,2306230
1786576804,disarmed,70.0,1,37,
1786576805,disarmed,70.8,1,37,
1786576806,disarmed,68.9,1,37,
1786576807,disarmed,65.3,1,37,
1786576808,disarmed,59.8,1,37,
1786576809,disarmed,56.8,1,37,
1786576810,disarmed,52.8,1,37,
1786576811,disarmed,49.8,1,37,
1786576812,disarmed,46.3,1,37,
1786576813,disarmed,42.3,1,37,
1786576814,disarmed,39.1,1,37,
1786576815,disarmed,36.4,1,37,
1786576816,disarmed,33.5,1,37,
1786576817,disarmed,30.9,1,37,
1786576818,disarmed,27.6,1,37,2309577
1786576819,disarmed,28.8,1,37,
1786576820,disarmed,29.5,1,37,
1786576821,disarmed,31.9,1,37,
1786576822,disarmed,34.1,1,37,
1786576823,disarmed,36.5,1,37,
1786576824,disarmed,38.4,1,37,
1786576825,disarmed,39.9,1,37,
1786576826,disarmed,41.8,1,37,
1786576828,disarmed,43.3,1,37,
1786576829,disarmed,45.5,1,37,
1786576830,disarmed,47.0,1,37,
1786576831,disarmed,48.4,1,37,
1786576832,disarmed,49.9,1,37,
1786576833,disarmed,51.3,1,37,
1786576834,disarmed,52.9,1,37,2312915
1786576835,disarmed,54.2,1,37,
1786576836,disarmed,55.3,1,37,
1786576837,disarmed,56.6,1,37,
1786576838,disarmed,57.7,1,37,
1786576839,disarmed,59.2,1,37,
1786576840,disarmed,60.2,1,37,
1786576841,disarmed,61.2,1,37,
1786576842,disarmed,62.1,1,37,
1786576843,disarmed,63.2,1,37,
1786576844,disarmed,64.5,1,37,
1786576845,disarmed,65.4,1,37,
1786576846,disarmed,66.3,1,37,
1786576847,disarmed,67.1,1,37,
1786576848,disarmed,67.9,1,37,
1786576849,disarmed,69.0,1,37,2316149
1786576850,disarmed,69.8,1,37,
1786576851,disarmed,70.6,1,37,
1786576852,disarmed,71.2,1,37,
1786576853,disarmed,66.2,1,37,
1786576854,disarmed,61.2,1,37,
1786576855,disarmed,57.6,1,37,
1786576856,disarmed,54.3,1,37,
1786576857,disarmed,51.0,1,37,
1786576858,disarmed,46.5,1,37,
1786576859,disarmed,43.6,1,37,
1786576860,disarmed,40.3,1,37,
1786576861,disarmed,37.3,1,37,
1786576862,disarmed,34.6,1,37,
1786576863,disarmed,31.7,1,37,
1786576864,disarmed,28.1,1,37,2319493
1786576865,disarmed,25.9,1,37,
1786576866,disarmed,29.4,1,37,
1786576867,disarmed,31.4,1,37,
1786576868,disarmed,34.5,1,37,
1786576869,disarmed,36.1,1,37,
1786576870,disarmed,37.9,1,37,
1786576871,disarmed,39.6,1,37,
1786576872,disarmed,42.0,1,37,
1786576873,disarmed,43.4,1,37,
1786576874,disarmed,45.1,1,37,
1786576875,disarmed,46.6,1,37,
1786576876,disarmed,48.0,1,37,
1786576877,disarmed,49.9,1,37,
1786576878,disarmed,51.2,1,37,
1786576880,disarmed,52.7,1,37,2322725
1786576881,disarmed,53.9,1,37,
1786576882,disarmed,55.1,1,37,
1786576883,disarmed,56.8,1,37,
1786576884,disarmed,57.8,1,37,
1786576885,disarmed,58.9,1,37,
1786576886,disarmed,60.0,1,37,
1786576887,disarmed,61.1,1,37,
1786576888,disarmed,62.3,1,37,
1786576889,disarmed,63.3,1,37,
1786576890,disarmed,64.2,1,37,
1786576891,disarmed,65.2,1,37,
1786576892,armed,66.0,1,37,
1786576893,armed,67.2,1,37,
1786576894,armed,68.0,1,37,
1786576895,armed,68.8,1,37,2326070
1786576896,armed,69.6,1,37,
1786576897,armed,70.3,1,37,
1786576898,armed,71.1,1,37,
1786576899,armed,65.8,1,37,
1786576900,armed,62.2,1,37,
1786576901,armed,58.2,1,37,
1786576902,armed,53.6,1,37,
1786576903,armed,50.1,1,37,
1786576904,armed,46.8,1,37,
1786576905,armed,43.7,1,37,
1786576906,armed,40.5,1,37,
1786576907,armed,37.8,1,37,
1786576908,armed,33.9,1,37,
1786576909,armed,31.2,1,37,
1786576910,armed,28.6,1,37,2329320
1786576911,armed,26.0,1,37,
1786576912,armed,29.0,1,37,
1786576913,armed,32.7,1,37,
1786576914,armed,34.2,1,37,
1786576915,armed,35.9,1,37,
1786576916,armed,37.8,1,37,
1786576917,armed,40.0,1,37,
1786576918,armed,41.8,1,37,
1786576919,armed,43.3,1,37,
1786576920,armed,45.1,1,37,
1786576921,armed,46.4,1,37,
1786576922,armed,48.4,1,37,
1786576923,armed,49.7,1,37,
1786576924,armed,51.2,1,37,
1786576925,armed,52.4,1,37,2332697
1786576926,armed,54.1,1,37,
1786576927,armed,55.4,1,37,
1786576928,armed,56.5,1,37,
1786576929,armed,57.7,1,37,
1786576931,armed,58.7,1,37,
1786576932,armed,60.1,1,37,
1786576933,armed,61.2,1,37,
1786576934,armed,62.2,1,37,
1786576935,armed,63.1,1,37,
1786576936,armed,64.4,1,37,
1786576937,armed,65.3,1,37,
1786576938,armed,66.2,1,37,
1786576939,armed,67.1,1,37,
1786576940,armed,67.8,1,37,
1786576941,armed,69.0,1,37,2335947
1786576942,armed,69.7,1,37,
1786576943,armed,70.5,1,37,
1786576944,armed,71.2,1,37,
1786576945,armed,66.3,1,37,
1786576946,armed,61.1,1,37,
1786576947,armed,57.5,1,37,
1786576948,armed,54.2,1,37,
1786576949,armed,50.9,1,37,
1786576950,armed,47.4,1,37,
1786576951,armed,43.0,1,37,
1786576952,armed,40.2,1,37,
1786576953,armed,37.1,1,37,
1786576954,armed,34.5,1,37,
1786576955,armed,31.6,1,37,
1786576956,armed,28.2,1,37,2339316
1786576957,armed,25.8,1,37,
1786576958,armed,29.2,1,37,
1786576959,armed,31.4,1,37,
1786576960,armed,33.7,1,37,
1786576961,armed,35.5,1,37,
1786576962,armed,37.2,1,37,
1786576963,armed,39.1,1,37,
1786576964,armed,40.9,1,37,
1786576965,armed,43.2,1,37,
1786576966,armed,44.6,1,37,
1786576967,armed,46.0,1,37,
1786576968,armed,47.6,1,37,
1786576969,armed,49.1,1,37,
1786576970,armed,50.8,1,37,
1786576971,armed,52.2,1,37,2342563
1786576972,armed,53.4,1,37,
1786576973,armed,54.7,1,37,
1786576974,armed,55.8,1,37,
1786576975,armed,57.5,1,37,
1786576976,armed,58.5,1,37,
1786576977,armed,59.6,1,37,
1786576978,armed,60.7,1,37,
1786576979,armed,61.9,1,37,
1786576980,armed,63.0,1,37,
1786576981,armed,63.9,1,37,
1786576982,armed,64.8,1,37,
1786576984,armed,65.7,1,37,
1786576985,armed,66.9,1,37,
1786576986,armed,67.8,1,37,
1786576987,armed,68.5,1,37,2345925
1786576988,armed,69.4,1,37,
1786576989,armed,70.1,1,37,
1786576990,armed,71.1,1,37,
1786576991,armed,66.3,1,37,
1786576992,armed,63.0,1,37,
1786576993,armed,59.8,1,37,
1786576994,armed,55.4,1,37,
1786576995,armed,51.6,1,37,
1786576996,armed,48.1,1,37,
1786576997,armed,44.9,1,37,
1786576998,armed,42.0,1,37,
1786576999,armed,38.9,1,37,
1786577000,armed,35.0,1,37,
1786577001,armed,32.4,1,37,
1786577002,armed,29.6,1,37,2349159
1786577003,armed,27.3,1,37,
1786577004,armed,30.4,1,37,
1786577005,armed,30.7,1,37,
1786577006,armed,32.6,1,37,
1786577007,armed,34.7,1,37,
1786577008,armed,37.1,1,37,
1786577009,armed,38.9,1,37,
1786577010,armed,40.8,1,37,
1786577011,armed,42.4,1,37,
1786577012,armed,44.1,1,37,
1786577013,armed,46.0,1,37,
1786577014,armed,47.6,1,37,
1786577015,armed,48.9,1,37,
1786577016,armed,50.3,1,37,
1786577017,armed,51.7,1,37,2352509
1786577018,armed,53.3,1,37,
1786577019,armed,54.6,1,37,
1786577020,armed,55.8,1,37,
1786577021,armed,57.0,1,37,
1786577022,armed,58.5,1,37,
1786577023,armed,59.5,1,37,
1786577024,armed,60.7,1,37,
1786577025,armed,61.6,1,37,
1786577026,armed,62.6,1,37,
1786577027,armed,63.8,1,37,
1786577028,armed,64.8,1,37,
1786577029,armed,65.6,1,37,
1786577030,armed,66.6,1,37,
1786577031,armed,67.3,1,37,
1786577032,armed,68.5,1,37,2355744
1786577033,armed,69.2,1,37,
1786577035,armed,70.1,1,37,
1786577036,armed,70.8,1,37,
1786577037,armed,67.7,1,37,
1786577038,armed,63.3,1,37,
1786577039,armed,60.0,1,37,
1786577040,armed,56.2,1,37,
1786577041,armed,52.3,1,37,
1786577042,armed,49.2,1,37,
1786577043,armed,44.8,1,37,
1786577044,armed,41.9,1,37,
1786577045,armed,38.7,1,37,
1786577046,armed,35.8,1,37,
1786577047,armed,32.4,1,37,
1786577048,armed,29.6,1,37,2359120
1786577049,armed,27.2,1,37,
1786577050,armed,27.4,1,37,
1786577051,armed,29.4,1,37,
1786577052,armed,32.4,1,37,
1786577053,armed,34.7,1,37,
1786577054,armed,36.7,1,37,
1786577055,armed,38.4,1,37,
1786577056,armed,40.7,1,37,
1786577057,armed,42.5,1,37,
1786577058,armed,44.0,1,37,
1786577059,armed,45.6,1,37,
1786577060,armed,47.0,1,37,
1786577061,armed,49.0,1,37,
1786577062,armed,50.3,1,37,
1786577063,armed,51.7,1,37,2362472
1786577064,armed,53.1,1,37,
1786577065,armed,54.2,1,37,
1786577066,armed,55.5,1,37,
1786577067,armed,57.1,1,37,
1786577068,armed,58.2,1,37,
1786577069,armed,59.3,1,37,
1786577070,armed,60.3,1,37,
1786577071,armed,61.7,1,37,
1786577072,armed,62.7,1,37,
1786577073,armed,63.6,1,37,
1786577074,armed,64.5,1,37,
1786577075,armed,65.5,1,37,
1786577076,armed,66.6,1,37,
1786577077,armed,67.4,1,37,
1786577078,armed,68.3,1,37,2365716
1786577079,armed,69.1,1,37,
1786577080,armed,69.9,1,37,
1786577081,armed,70.9,1,37,
1786577082,armed,67.6,1,37,
1786577083,armed,65.3,1,37,
1786577084,armed,61.2,1,37,
1786577085,armed,57.1,1,37,
1786577087,armed,52.7,1,37,
1786577088,armed,49.6,1,37,
1786577089,armed,46.0,1,37,
1786577090,armed,43.1,1,37,
1786577091,armed,40.0,1,37,
1786577092,armed,35.9,1,37,
1786577093,armed,33.4,1,37,
1786577094,armed,30.7,1,37,2369069
1786577095,armed,27.8,1,37,
1786577096,armed,26.5,1,37,
1786577097,armed,30.2,1,37,
1786577098,armed,32.2,1,37,
1786577099,armed,34.4,1,37,
1786577100,armed,36.7,1,37,
1786577101,armed,38.2,1,37,
1786577102,armed,40.0,1,37,
1786577103,armed,42.3,1,37,
1786577104,armed,43.9,1,37,
1786577105,armed,45.5,1,37,
1786577106,armed,47.0,1,37,
1786577107,armed,48.9,1,37,
1786577108,armed,50.2,1,37,
1786577109,armed,51.6,1,37,2372298
1786577110,armed,52.8,1,37,
1786577111,armed,54.2,1,37,
1786577112,armed,55.8,1,37,
1786577113,armed,56.9,1,37,
1786577114,armed,58.1,1,37,
1786577115,armed,59.1,1,37,
1786577116,armed,60.2,1,37,
1786577117,armed,61.5,1,37,
1786577118,armed,62.6,1,37,
1786577119,armed,63.4,1,37,
1786577120,armed,64.4,1,37,
1786577121,armed,65.3,1,37,
1786577122,armed,66.5,1,37,
1786577123,armed,67.4,1,37,
1786577124,armed,68.1,1,37,2375628
1786577125,armed,68.9,1,37,
1786577126,armed,69.8,1,37,
1786577127,armed,70.7,1,37,
1786577128,armed,67.7,1,37,
1786577129,armed,65.2,1,37,
1786577130,armed,61.2,1,37,
1786577131,armed,56.0,1,37,
1786577132,armed,52.9,1,37,
1786577133,armed,49.2,1,37,
1786577134,armed,46.2,1,37,
1786577135,armed,43.1,1,37,
1786577136,armed,39.7,1,37,
1786577137,armed,36.2,1,37,
1786577139,armed,33.5,1,37,
1786577140,armed,30.7,1,37,2378867
1786577141,armed,28.4,1,37,
1786577142,armed,28.9,1,37,
1786577143,armed,29.7,1,37,
1786577144,armed,31.9,1,37,
1786577145,armed,34.1,1,37,
1786577146,armed,36.7,1,37,
1786577147,armed,38.5,1,37,
1786577148,armed,40.2,1,37,
1786577149,armed,41.9,1,37,
1786577150,armed,43.5,1,37,
1786577151,armed,45.6,1,37,
1786577152,armed,47.0,1,37,
1786577153,armed,48.5,1,37,
1786577154,armed,49.8,1,37,
1786577155,armed,51.2,1,37,2382224
1786577156,armed,53.0,1,37,
1786577157,armed,54.2,1,37,
1786577158,armed,55.4,1,37,
1786577159,armed,56.5,1,37,
1786577160,armed,58.1,1,37,
1786577161,armed,59.1,1,37,
1786577162,armed,60.2,1,37,
1786577163,armed,61.3,1,37,
1786577164,armed,62.6,1,37,
1786577165,armed,63.6,1,37,
1786577166,armed,64.4,1,37,
1786577167,armed,65.4,1,37,
1786577168,armed,66.2,1,37,
1786577169,armed,67.1,1,37,
1786577170,armed,68.2,1,37,2385466
1786577171,armed,69.0,1,37,
1786577172,armed,69.8,1,37,
1786577173,armed,70.5,1,37,
1786577174,armed,67.8,1,37,
1786577175,armed,65.1,1,37,
1786577176,armed,61.2,1,37,
1786577177,armed,57.1,1,37,
1786577178,armed,53.9,1,37,
1786577179,armed,50.4,1,37,
1786577180,armed,45.9,1,37,
1786577181,armed,43.0,1,37,
1786577182,armed,39.9,1,37,
1786577183,armed,37.0,1,37,
1786577184,armed,34.1,1,37,
1786577185,armed,30.8,1,37,2388824
1786577186,armed,28.1,1,37,
1786577187,armed,25.8,1,37,
1786577188,armed,29.3,1,37,
1786577190,armed,32.0,1,37,
1786577191,armed,34.4,1,37,
1786577192,disarmed,36.2,1,37,
1786577193,disarmed,37.9,1,37,
1786577194,disarmed,40.3,1,37,
1786577195,disarmed,42.0,1,37,
1786577196,disarmed,43.5,1,37,
1786577197,disarmed,45.3,1,37,
1786577198,disarmed,46.8,1,37,
1786577199,disarmed,48.2,1,37,
1786577200,disarmed,50.0,1,37,
1786577201,disarmed,51.4,1,37,2392164
1786577202,disarmed,52.7,1,37,
1786577203,disarmed,53.9,1,37,
1786577204,disarmed,55.5,1,37,
1786577205,disarmed,56.7,1,37,
1786577206,disarmed,57.9,1,37,
1786577207,disarmed,58.9,1,37,
1786577208,disarmed,60.0,1,37,
1786577209,disarmed,61.4,1,37,
1786577210,disarmed,62.3,1,37,
1786577211,disarmed,63.3,1,37,
1786577212,disarmed,64.2,1,37,
1786577213,disarmed,65.2,1,37,
1786577214,disarmed,66.4,1,37,
1786577215,disarmed,67.2,1,37,
1786577216,disarmed,68.1,1,37,2395392
1786577217,disarmed,68.8,1,37,
1786577218,disarmed,69.7,1,37,
1786577219,disarmed,70.7,1,37,
1786577220,disarmed,70.4,1,37,
1786577221,disarmed,65.7,1,37,
1786577222,disarmed,61.9,1,37,
1786577223,disarmed,56.9,1,37,
1786577224,disarmed,53.5,1,37,
1786577225,disarmed,50.1,1,37,
1786577226,disarmed,46.7,1,37,
1786577227,disarmed,43.6,1,37,
1786577228,disarmed,39.4,1,37,
1786577229,disarmed,36.8,1,37,
1786577230,disarmed,34.1,1,37,
1786577231,disarmed,31.2,1,37,2398750
1786577232,disarmed,27.7,1,37,
1786577233,disarmed,25.6,1,37,
1786577234,disarmed,29.1,1,37,
1786577235,disarmed,31.4,1,37,
1786577236,disarmed,33.7,1,37,
1786577237,disarmed,36.3,1,37,
1786577238,disarmed,37.9,1,37,
1786577240,disarmed,39.6,1,37,
1786577241,disarmed,41.4,1,37,
1786577242,disarmed,NA,NA,NA,
1786577243,disarmed,45.0,1,37,
1786577244,disarmed,46.7,1,37,
1786577245,disarmed,48.1,1,37,
1786577246,disarmed,49.5,1,37,
1786577247,disarmed,50.8,1,37,2401994
1786577248,disarmed,52.6,1,37,
1786577249,disarmed,53.9,1,37,
1786577250,disarmed,55.1,1,37,
1786577251,disarmed,56.3,1,37,
1786577252,disarmed,57.8,1,37,
1786577253,disarmed,58.9,1,37,
1786577254,disarmed,59.9,1,37,
1786577255,disarmed,60.9,1,37,
1786577256,disarmed,62.0,1,37,
1786577257,disarmed,63.3,1,37,
1786577258,disarmed,64.3,1,37,
1786577259,disarmed,65.1,1,37,
1786577260,disarmed,66.0,1,37,
1786577261,disarmed,66.9,1,37,
1786577262,disarmed,68.0,1,37,2405355
1786577263,disarmed,68.8,1,37,
1786577264,disarmed,69.6,1,37,
1786577265,disarmed,70.3,1,37,
1786577266,disarmed,71.3,1,37,
1786577267,disarmed,66.3,1,37,
1786577268,disarmed,62.5,1,37,
1786577269,disarmed,58.5,1,37,
1786577270,disarmed,55.2,1,37,
1786577271,disarmed,50.6,1,37,
1786577272,disarmed,47.4,1,37,
1786577273,disarmed,44.0,1,37,
1786577274,disarmed,41.1,1,37,
1786577275,disarmed,37.2,1,37,
1786577276,disarmed,34.2,1,37,
1786577277,disarmed,31.7,1,37,2408601
1786577278,disarmed,29.0,1,37,
1786577279,disarmed,26.5,1,37,
1786577280,disarmed,29.1,1,37,
1786577281,disarmed,31.0,1,37,
1786577282,disarmed,33.0,1,37,
1786577283,disarmed,34.8,1,37,
1786577284,disarmed,36.8,1,37,
1786577285,disarmed,39.2,1,37,
1786577286,disarmed,41.1,1,37,
1786577287,disarmed,42.6,1,37,
1786577288,disarmed,44.3,1,37,
1786577290,disarmed,46.0,1,37,
1786577291,disarmed,47.3,1,37,
1786577292,disarmed,49.2,1,37,
1786577293,disarmed,50.6,1,37,2411943
1786577294,disarmed,51.9,1,37,
1786577295,disarmed,53.2,1,37,
1786577296,disarmed,54.8,1,37,
1786577297,disarmed,56.0,1,37,
1786577298,disarmed,57.2,1,37,
1786577299,disarmed,58.4,1,37,
1786577300,disarmed,59.4,1,37,
1786577301,disarmed,60.8,1,37,
1786577302,disarmed,61.8,1,37,
1786577303,disarmed,62.8,1,37,
1786577304,disarmed,63.7,1,37,
1786577305,disarmed,64.7,1,37,
1786577306,disarmed,65.9,1,37,
1786577307,disarmed,66.7,1,37,
1786577308,disarmed,67.6,1,37,2415196
1786577309,disarmed,68.3,1,37,
1786577310,disarmed,69.4,1,37,
1786577311,disarmed,70.2,1,37,
1786577312,disarmed,70.9,1,37,
1786577313,disarmed,67.3,1,37,
1786577314,disarmed,63.9,1,37,
1786577315,disarmed,59.3,1,37,
1786577316,disarmed,55.6,1,37,
1786577317,disarmed,52.0,1,37,
1786577318,disarmed,48.5,1,37,
1786577319,disarmed,45.1,1,37,
1786577320,disarmed,41.3,1,37,
1786577321,disarmed,38.1,1,37,
1786577322,disarmed,35.6,1,37,
1786577323,disarmed,32.7,1,37,2418542
1786577324,disarmed,29.9,1,37,
1786577325,disarmed,26.7,1,37,
1786577326,disarmed,28.5,1,37,
1786577327,disarmed,30.3,1,37,
1786577328,disarmed,32.5,1,37,
1786577329,disarmed,34.5,1,37,
1786577330,disarmed,36.8,1,37,
1786577331,disarmed,38.9,1,37,
1786577332,disarmed,40.5,1,37,
1786577333,disarmed,42.2,1,37,
1786577334,disarmed,43.8,1,37,
1786577335,disarmed,45.8,1,37,
1786577336,disarmed,47.3,1,37,
1786577337,disarmed,48.7,1,37,
1786577338,disarmed,50.2,1,37,2421795
1786577339,disarmed,52.0,1,37,
1786577341,disarmed,53.2,1,37,
1786577342,disarmed,54.5,1,37,
1786577343,disarmed,55.7,1,37,
1786577344,disarmed,56.9,1,37,
1786577345,disarmed,58.3,1,37,
1786577346,disarmed,59.4,1,37,
1786577347,disarmed,60.6,1,37,
1786577348,disarmed,61.5,1,37,
1786577349,disarmed,62.5,1,37,
1786577350,disarmed,63.5,1,37,
1786577351,disarmed,64.7,1,37,
1786577352,disarmed,65.7,1,37,
1786577353,disarmed,66.5,1,37,
1786577354,disarmed,67.4,1,37,2425131
1786577355,disarmed,68.2,1,37,
1786577356,disarmed,69.2,1,37,
1786577357,disarmed,70.0,1,37,
1786577358,disarmed,70.7,1,37,
1786577359,disarmed,68.1,1,37,
1786577360,disarmed,65.2,1,37,
1786577361,disarmed,60.1,1,37,
1786577362,disarmed,56.4,1,37,
1786577363,disarmed,53.0,1,37,
1786577364,disarmed,49.6,1,37,
1786577365,disarmed,46.4,1,37,
1786577366,disarmed,42.3,1,37,
1786577367,disarmed,39.1,1,37,
1786577368,disarmed,36.3,1,37,
1786577369,disarmed,33.4,1,37,2428480
1786577370,disarmed,29.8,1,37,
1786577371,disarmed,27.3,1,37,
1786577372,disarmed,28.8,1,37,
1786577373,disarmed,29.1,1,37,
1786577374,disarmed,32.3,1,37,
1786577375,disarmed,34.3,1,37,
1786577376,disarmed,36.3,1,37,
1786577377,disarmed,38.0,1,37,
1786577378,disarmed,39.9,1,37,
1786577379,disarmed,41.4,1,37,
1786577380,disarmed,43.6,1,37,
1786577381,disarmed,45.3,1,37,
1786577382,disarmed,46.7,1,37,
1786577383,disarmed,48.3,1,37,
1786577384,disarmed,50.0,1,37,2431733
1786577385,disarmed,51.4,1,37,
1786577386,disarmed,52.6,1,37,
1786577387,disarmed,54.0,1,37,
1786577388,disarmed,55.3,1,37,
1786577389,disarmed,56.7,1,37,
1786577390,disarmed,57.9,1,37,
1786577391,disarmed,59.0,1,37,
1786577393,disarmed,60.0,1,37,
1786577394,disarmed,61.2,1,37,
1786577395,disarmed,62.1,1,37,
1786577396,disarmed,63.4,1,37,
1786577397,disarmed,64.4,1,37,
1786577398,disarmed,65.3,1,37,
1786577399,disarmed,66.2,1,37,
1786577400,disarmed,67.0,1,37,2435085
1786577401,disarmed,67.9,1,37,
1786577402,disarmed,69.0,1,37,
1786577403,disarmed,69.7,1,37,
1786577404,disarmed,70.5,1,37,
1786577405,disarmed,71.2,1,37,
1786577406,disarmed,66.0,1,37,
1786577407,disarmed,60.7,1,37,
1786577408,disarmed,57.6,1,37,
1786577409,disarmed,54.4,1,37,
1786577410,disarmed,50.8,1,37,
1786577411,disarmed,46.8,1,37,
1786577412,disarmed,43.5,1,37,
1786577413,disarmed,40.5,1,37,
1786577414,disarmed,37.4,1,37,
1786577415,disarmed,34.7,1,37,2438330
1786577416,disarmed,31.1,1,37,
1786577417,disarmed,28.5,1,37,
1786577418,disarmed,26.0,1,37,
1786577419,disarmed,29.6,1,37,
1786577420,disarmed,32.6,1,37,
1786577421,disarmed,34.3,1,37,
1786577422,disarmed,35.8,1,37,
1786577423,disarmed,37.8,1,37,
1786577424,disarmed,39.5,1,37,
1786577425,disarmed,41.9,1,37,
1786577426,disarmed,43.4,1,37,
1786577427,disarmed,45.0,1,37,
1786577428,disarmed,46.4,1,37,
1786577429,disarmed,48.0,1,37,
1786577430,disarmed,49.9,1,37,2441677
1786577431,disarmed,51.1,1,37,
1786577432,disarmed,52.5,1,37,
1786577433,disarmed,53.8,1,37,
1786577434,disarmed,55.0,1,37,
1786577435,disarmed,56.6,1,37,
1786577436,disarmed,57.7,1,37,
1786577437,disarmed,58.9,1,37,
1786577438,disarmed,60.0,1,37,
1786577439,disarmed,60.9,1,37,
1786577440,disarmed,62.3,1,37,
1786577441,disarmed,63.2,1,37,
1786577442,disarmed,64.2,1,37,
1786577443,disarmed,65.1,1,37,
1786577445,disarmed,66.0,1,37,
1786577446,disarmed,67.2,1,37,2444929
1786577447,disarmed,68.0,1,37,
1786577448,disarmed,68.8,1,37,
1786577449,disarmed,69.5,1,37,
1786577450,disarmed,70.3,1,37,
1786577451,disarmed,71.3,1,37,
1786577452,disarmed,66.0,1,37,
1786577453,disarmed,62.3,1,37,
1786577454,disarmed,58.5,1,37,
1786577455,disarmed,55.4,1,37,
1786577456,disarmed,50.6,1,37,
1786577457,disarmed,47.1,1,37,
1786577458,disarmed,43.8,1,37,
1786577459,disarmed,40.9,1,37,
1786577460,disarmed,36.9,1,37,
1786577461,disarmed,34.3,1,37,2448286
1786577462,disarmed,31.5,1,37,
1786577463,disarmed,29.0,1,37,
1786577464,disarmed,26.4,1,37,
1786577465,disarmed,29.2,1,37,
1786577466,disarmed,31.2,1,37,
1786577467,disarmed,33.4,1,37,
1786577468,disarmed,35.4,1,37,
1786577469,disarmed,37.1,1,37,
1786577470,disarmed,39.6,1,37,
1786577471,disarmed,41.2,1,37,
1786577472,disarmed,43.0,1,37,
1786577473,disarmed,44.5,1,37,
1786577474,disarmed,46.1,1,37,
1786577475,disarmed,48.0,1,37,
1786577476,disarmed,49.4,1,37,2451525
1786577477,disarmed,50.8,1,37,
1786577478,disarmed,52.1,1,37,
1786577479,disarmed,53.4,1,37,
1786577480,disarmed,55.0,1,37,
1786577481,disarmed,56.2,1,37,
1786577482,disarmed,57.3,1,37,
1786577483,disarmed,58.5,1,37,
1786577484,disarmed,59.8,1,37,
1786577485,disarmed,60.9,1,37,
1786577486,disarmed,61.8,1,37,
1786577487,disarmed,62.9,1,37,
1786577488,disarmed,64.1,1,37,
1786577489,disarmed,65.1,1,37,
1786577490,disarmed,65.9,1,37,
1786577491,disarmed,66.8,1,37,2454879
1786577492,armed,67.7,1,37,
1786577493,armed,68.7,1,37,
1786577495,armed,69.5,1,37,
1786577496,armed,70.2,1,37,
1786577497,armed,71.0,1,37,
1786577498,armed,65.9,1,37,
1786577499,armed,62.3,1,37,
1786577500,armed,58.4,1,37,
1786577501,armed,55.3,1,37,
1786577502,armed,51.8,1,37,
1786577503,armed,47.2,1,37,
1786577504,armed,43.9,1,37,
1786577505,armed,41.0,1,37,
1786577506,armed,37.9,1,37,
1786577507,armed,35.1,1,37,2458131
1786577508,armed,31.6,1,37,
